stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding
door-brdwy-traveler,,Broadway - Traveler St,Broadway - Traveler St,,,42.342962,-71.057389,,,,level_in_street,2,place-brdwy,2
place-brico,,Packards Corner,,,,42.351967,-71.125031,,"Commonwealth Ave and Brighton Ave, Boston, MA 02215",https://www.mbta.com/stops/place-brico,,1,,2
70134,70134,Packards Corner,Packards Corner - Green Line - Park Street & North,,Park Street & North,42.351891,-71.125067,,,https://www.mbta.com/stops/place-brico,level_median,0,place-brico,2
70135,70135,Packards Corner,Packards Corner - Green Line - (B) Boston College,,Boston College,42.351651,-71.125510,,,https://www.mbta.com/stops/place-brico,level_median,0,place-brico,2
9070134,9070134,Packards Corner,Packards Corner - Green Line Eastbound Shuttle,,Eastbound Shuttle,42.351947,-71.124667,,,https://www.mbta.com/stops/place-brico,,0,place-brico,1
9070135,9070135,Packards Corner,Packards Corner - Green Line Westbound Shuttle,,Boston College Shuttle,42.351925,-71.124976,,,https://www.mbta.com/stops/place-brico,,0,place-brico,1
place-brkhl,,Brookline Hills,,,,42.331333,-71.126999,,"Tappan St and Cypress St, Brookline, MA 02445",https://www.mbta.com/stops/place-brkhl,,1,,1
70178,70178,Brookline Hills,Brookline Hills - Green Line - Park Street & North,,Park Street & North,42.331238,-71.127012,,,https://www.mbta.com/stops/place-brkhl,level_ground,0,place-brkhl,1
70179,70179,Brookline Hills,Brookline Hills - Green Line - (D) Riverside,,Riverside,42.331333,-71.126998,,,https://www.mbta.com/stops/place-brkhl,level_ground,0,place-brkhl,1
9070178,9070178,Brookline Hills,Boylston St @ Cypress St - Green Line Reservoir Shuttle,,Reservoir Shuttle,42.330044,-71.126602,,,https://www.mbta.com/stops/place-brkhl,,0,place-brkhl,1
9070179,9070179,Brookline Hills,Boylston St @ Cypress St - Green Line Fenway Shuttle,,Fenway Shuttle,42.330034,-71.125599,,,https://www.mbta.com/stops/place-brkhl,,0,place-brkhl,1
9170178,9170178,Brookline Hills,Brookline Hills - Green Line Shuttle,,Green Line Shuttle,42.331508,-71.126691,,,https://www.mbta.com/stops/place-brkhl,,0,place-brkhl,1
door-brkhl-bhs,,"Brookline Hills - Tappan St, Brookline High School","Brookline Hills - Tappan St, Brookline High School",,,42.331516,-71.126922,,,,level_in_street,2,place-brkhl,1
door-brkhl-cypress,,"Brookline Hills - Tappan St, Cypress St","Brookline Hills - Tappan St, Cypress St",,,42.331421,-71.126579,,,,level_in_street,2,place-brkhl,1
place-brmnl,,Brigham Circle,,,,42.334229,-71.104609,,"Huntington Ave and Francis St, Boston, MA",https://www.mbta.com/stops/place-brmnl,,1,,1
70249,70249,Brigham Circle,Brigham Circle - Green Line - (E) Heath Street,,Heath Street,42.334331,-71.104487,,,https://www.mbta.com/stops/place-brmnl,level_median,0,place-brmnl,1
70250,70250,Brigham Circle,Brigham Circle - Green Line - Park Street & North,,Park Street & North,42.334846,-71.103017,,,https://www.mbta.com/stops/place-brmnl,level_median,0,place-brmnl,1
place-brntn,,Braintree,,,,42.207854,-71.001138,,"197 Ivory St, Braintree, MA 02184",https://www.mbta.com/stops/place-brntn,,1,,1
38671,38671,Braintree,Braintree - Busway,,Busway,42.207743,-71.001070,,,https://www.mbta.com/stops/place-brntn,level_ground,0,place-brntn,1
70105,70105,Braintree,Braintree - Red Line,,Red Line,42.208371,-71.001423,,,https://www.mbta.com/stops/place-brntn,level_1_red_platform,0,place-brntn,1
Braintree,,Braintree,Braintree - Commuter Rail,,Commuter Rail,42.209959,-71.001053,CR-zone-2,,https://www.mbta.com/stops/place-brntn,level_1_cr_platform,0,place-brntn,1
Braintree-01,,Braintree,Braintree - Red Line - Track 1,1,Red Line - Track 1,42.207481,-71.001640,,,https://www.mbta.com/stops/place-brntn,level_1_red_platform,0,place-brntn,1
Braintree-02,,Braintree,Braintree - Red Line - Track 2,2,Red Line - Track 2,42.207481,-71.001640,,,https://www.mbta.com/stops/place-brntn,level_1_red_platform,0,place-brntn,1
door-brntn-busway,,"Braintree - Garage, Buses, Ivory St","Braintree - Garage, Buses, Ivory St",,,42.207352,-71.001361,,,,level_ground,2,place-brntn,1
door-brntn-faregates,,"Braintree - Garage, Buses, Union St","Braintree - Garage, Buses, Union St",,,42.207528,-71.001339,,,,level_ground,2,place-brntn,1
place-bucen,,Boston University Central,,,,42.350082,-71.106865,,"Commonwealth Ave and Marsh Chapel, Boston, MA 02215",https://www.mbta.com/stops/place-bucen,,1,,1
70144,70144,Boston University Central,Boston University Central - Green Line - Park Street & North,,Park Street & North,42.350013,-71.106902,,,https://www.mbta.com/stops/place-bucen,level_median,0,place-bucen,1
70145,70145,Boston University Central,Boston University Central - Green Line - (B) Boston College,,Boston College,42.350148,-71.107455,,,https://www.mbta.com/stops/place-bucen,level_median,0,place-bucen,1
place-buest,,Boston University East,,,,42.349735,-71.103889,,"Commonwealth Ave and Granby St, Boston, MA 02215",https://www.mbta.com/stops/place-buest,,1,,1
70146,70146,Boston University East,Boston University East - Green Line - Park Street & North,,Park Street & North,42.349659,-71.103989,,,https://www.mbta.com/stops/place-buest,level_median,0,place-buest,1
70147,70147,Boston University East,Boston University East - Green Line - (B) Boston College,,Boston College,42.349811,-71.104657,,,https://www.mbta.com/stops/place-buest,level_median,0,place-buest,1
place-butlr,,Butler,,,,42.272343,-71.062584,,"Butler St and Branchfield St, Dorchester, MA 02124",https://www.mbta.com/stops/place-butlr,,1,,1
70265,70265,Butler,Butler - Mattapan Trolley - Mattapan,,Mattapan,42.272343,-71.062585,,,https://www.mbta.com/stops/place-butlr,level_ground,0,place-butlr,1
70266,70266,Butler,Butler - Mattapan Trolley - Ashmont,,Ashmont,42.272291,-71.062500,,,https://www.mbta.com/stops/place-butlr,level_ground,0,place-butlr,1
9070265,9070265,Butler,Butler - Mattapan Line Mattapan Shuttle,,Mattapan Shuttle,42.273336,-71.064076,,,https://www.mbta.com/stops/place-butlr,,0,place-butlr,1
9070266,9070266,Butler,Butler - Mattapan Line Ashmont Shuttle,,Ashmont Shuttle,42.273205,-71.064127,,,https://www.mbta.com/stops/place-butlr,,0,place-butlr,1
door-butlr-bearse,,"Butler - Bearse Ave, Butler St","Butler - Bearse Ave, Butler St",,,42.272115,-71.062677,,,,level_in_street,2,place-butlr,1
door-butlr-branchfield,,"Butler - Branchfield St, Butler St","Butler - Branchfield St, Butler St",,,42.272469,-71.062579,,,,level_ground,2,place-butlr,1
place-buwst,,Boston University West,,,,42.350941,-71.113876,,"Commonwealth Ave and Amory St, Boston, MA 02215",https://www.mbta.com/stops/place-buwst,,1,,2
70142,70142,Boston University West,Boston University West - Green Line - Park Street & North,,Park Street & North,42.350765,-71.113133,,,https://www.mbta.com/stops/place-buwst,level_median,0,place-buwst,2
70143,70143,Boston University West,Boston University West - Green Line - (B) Boston College,,Boston College,42.350894,-71.113645,,,https://www.mbta.com/stops/place-buwst,level_median,0,place-buwst,2
place-bvmnl,,Brookline Village,,,,42.332774,-71.116296,,"31 Station Street, Brookline, MA 02445",https://www.mbta.com/stops/place-bvmnl,,1,,1
70180,70180,Brookline Village,Brookline Village - Green Line - Park Street & North,,Park Street & North,42.332838,-71.116234,,,https://www.mbta.com/stops/place-bvmnl,level_ground,0,place-bvmnl,1
70181,70181,Brookline Village,Brookline Village - Green Line - (D) Riverside,,Riverside,42.332871,-71.116263,,,https://www.mbta.com/stops/place-bvmnl,level_ground,0,place-bvmnl,1
door-bvmnl-boylston,,"Brookline Village - Buses, Route 9","Brookline Village - Buses, Route 9",,,42.332660,-71.116542,,,,level_in_street,2,place-bvmnl,1
door-bvmnl-kent,,"Brookline Village - Station St, Kent St","Brookline Village - Station St, Kent St",,,42.332818,-71.116610,,,,level_in_street,2,place-bvmnl,1
door-bvmnl-place,,Brookline Village - 10 Brookline Place West,Brookline Village - 10 Brookline Place West,,,42.332177,-71.117440,,,,level_1_ground,2,place-bvmnl,2
door-bvmnl-washington,,"Brookline Village - Station St, Washington St","Brookline Village - Station St, Washington St",,,42.332552,-71.117214,,,,level_in_street,2,place-bvmnl,1
place-capst,,Capen Street,,,,42.267712,-71.087753,,"50 Capen St, Milton, MA 02186",https://www.mbta.com/stops/place-capst,,1,,1
70273,70273,Capen Street,Capen Street - Mattapan Trolley - Mattapan,,Mattapan,42.267712,-71.087751,,,https://www.mbta.com/stops/place-capst,level_ground,0,place-capst,1
70274,70274,Capen Street,Capen Street - Mattapan Trolley - Ashmont,,Ashmont,42.267562,-71.087428,,,https://www.mbta.com/stops/place-capst,level_ground,0,place-capst,1
9070273,9070273,Capen Street,Capen Street - Mattapan Line Van Shuttle,,Mattapan Line Van Shuttle,42.267053,-71.086621,,,https://www.mbta.com/stops/place-capst,,0,place-capst,1
door-capst-ashmont,,Capen Street - Capen St (East),Capen Street - Capen St (East),,,42.267529,-71.087266,,,,level_in_street,2,place-capst,1
